Title,IMDb Rating,Year,Certificates,Director,Star Cast,MetaScore,Duration (minutes),Poster-src,Genres
Mio in the Land of Faraway,6.3,1987,PG,Vladimir Grammatikov,Nick Pickard,57.1,99,"https://m.media-amazon.com/images/M/MV5BZWExNjUxYzgtYTVkMC00NTgzLWEyYWYtMjA3ZWFlYzBhOWMzXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,11,190,281_.jpg","Adventure, Family, Fantasy"
Raksha Bandhan,5.4,2022,PG,Aanand L. Rai,Akshay Kumar,57.1,100,"https://m.media-amazon.com/images/M/MV5BNGVhNTQzNDgtZTE3ZS00NmY4LWE0NzktMWI5ODAyOTBjMTk5XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_QL75_UY281_CR18,0,190,281_.jpg","Comedy, Drama, Family"
Spirit Halloween,4.6,2022,TV-14,David Poag,Donovan Colan,48,87,"https://m.media-amazon.com/images/M/MV5BYTg1MjcxMGMtNGQzZS00MDdmLWFiMGQtNDM4MmQ5YzMwNDIwXkEyXkFqcGdeQXVyMTI1NjI4NjY1._V1_QL75_UY281_CR22,0,190,281_.jpg","Adventure, Family, Fantasy"
Nightbooks,5.8,2021,TV-PG,David Yarovesky,Winslow Fegley,65,103,"https://m.media-amazon.com/images/M/MV5BY2E4MmNmMzgtOTI2YS00MzhjLTlmOWItZTkxNWRkYTY2NDcwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Family, Fantasy, Horror"
The Trouble with Angels,7.3,1966,PG,Ida Lupino,Rosalind Russell,57.1,112,"https://m.media-amazon.com/images/M/MV5BOWUxM2Y5OTMtYmVmOS00NTA3LTk0OTYtZGFkOTIyODc2Mzk2XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg","Comedy, Family, Family"
The Apple Dumpling Gang,6.4,1975,G,Norman Tokar,Bill Bixby,59,100,"https://m.media-amazon.com/images/M/MV5BZTc5NDk1NDgtMThmYy00MWViLTk2ZjUtNTQyMDI1MDI0MDRjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg","Comedy, Family, Western"
Arthur Christmas,7.1,2011,PG,Sarah Smith,"James Mc,Avoy",69,97,"https://m.media-amazon.com/images/M/MV5BNTczMjMwMTE2OV5BMl5BanBnXkFtZTcwNDU0NTAwNw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
Dedh Bigha Zameen,7,2024,PG,Pulkit,Prasanna Bisht,57.1,100,"https://m.media-amazon.com/images/M/MV5BNWE4MWZiZDEtMmQyNC00NWE3LTg4MTEtMzA1NWQ2MDFmN2IyXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UY281_CR17,0,190,281_.jpg","Drama, Family, Family"
The Red Turtle,7.5,2016,PG,Michael Dudok de Wit,Emmanuel Garijo,86,80,"https://m.media-amazon.com/images/M/MV5BNGZlYzFhNmYtMmJhMS00YTk5LWI3MDAtZmZhZTM0YzFlYjAxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR3,0,190,281_.jpg","Animation, Drama, Family"
Steven Universe: The Movie,7.7,2019,TV-PG,Rebecca Sugar,Zach Callison,57.1,82,"https://m.media-amazon.com/images/M/MV5BYmVjY2U1N2UtMmZhOC00ODc5LWE1MjktODZjMmQyZmUyZWYwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg","Animation, Action, Adventure"
Where Time Began,4.8,1977,PG,Juan Piquer Simón,Kenneth More,57.1,87,"https://m.media-amazon.com/images/M/MV5BNzczYzlmNDEtYTBlYy00ZDNiLWFkZDUtYWVkOGFlNzRkMGFhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg","Adventure, Family, Sci-Fi"
100% Wolf,5.6,2020,PG,Alexs Stadermann,Loren Gray,57.1,96,"https://m.media-amazon.com/images/M/MV5BYmRiYTM3ZGMtNzA1Yy00OWQ1LWE2ZGEtZTRiYzYyZDZjYWYwXkEyXkFqcGdeQXVyMjMwODE4ODI@._V1_QL75_UY281_CR3,0,190,281_.jpg","Animation, Adventure, Comedy"
Everyone's Hero,5.7,2006,G,Colin Brady,"Jake,T.,Austin",51,87,"https://m.media-amazon.com/images/M/MV5BM2M3YzU1NmEtMTgxMy00YWM4LTlkOWYtMGNmNzZmODIwYTE2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,6,190,281_.jpg","Animation, Adventure, Comedy"
Cats Don't Dance,6.9,1997,G,Mark Dindal,Scott Bakula,62,75,"https://m.media-amazon.com/images/M/MV5BNTU1ZDA5YjUtNmNhOS00Mzg3LTgwYjMtYWIzZjFhZDY5OGNlXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR0,0,190,281_.jpg","Animation, Comedy, Family"
The Magician's Elephant,6.6,2023,PG,Wendy Rogers,Noah Jupe,53,99,"https://m.media-amazon.com/images/M/MV5BOGNkNWY3NmMtMDQ3NS00NWUzLWExYTMtMzFmZDg1ZWNiMTg0XkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UY281_CR18,0,190,281_.jpg","Animation, Adventure, Comedy"
Stand by Me Doraemon 2,7.5,2020,Not Rated,Ryuichi Yagi,Bakarhythm,57.1,96,"https://m.media-amazon.com/images/M/MV5BMzQ2MzJmZGMtZjhmNS00MGUyLWJjOGMtYzVmMTg4OTA2YzZkXkEyXkFqcGdeQXVyMTEwMjgyMzIz._V1_QL75_UY281_CR5,0,190,281_.jpg","Animation, Comedy, Drama"
Nadanna Sambhavam,7.3,2024,PG,Vishnu Narayan,Biju Menon,57.1,100,"https://m.media-amazon.com/images/M/MV5BODI1YjFjNzYtOWQ3NS00NWFlLTg1OWEtNzdhNTlmMWM2ZTBjXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UY281_CR19,0,190,281_.jpg","Drama, Family, Thriller"
Life with Father,7.1,1947,Approved,Michael Curtiz,William Powell,73,118,"https://m.media-amazon.com/images/M/MV5BNDkxOGQxOWMtMTZjMS00MjhiLTkyN2MtZTZiYzI1NWUzMzViXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,1,190,281_.jpg","Comedy, Family, Family"
I Believe,5.6,2017,G,Juergen Peretzki,Rowan Smyth,57.1,89,"https://m.media-amazon.com/images/M/MV5BMGQ2YmQ1ZGYtNzNiNi00MGM0LTk2ZWItMDdlYjg3MzAyN2VkXkEyXkFqcGdeQXVyMTQwMjU0NQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg","Drama, Family, Fantasy"
Spirit Untamed,5.5,2021,PG,Elaine Bogan,Isabela Merced,49,88,"https://m.media-amazon.com/images/M/MV5BMDVlZTEwMTItNmE4Zi00ZGFhLWI4NjgtMDdiZTA5NDdmNWYyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
Godzilla vs. Mechagodzilla,6.2,1974,PG,Jun Fukuda,Masaaki Daimon,57.1,84,"https://m.media-amazon.com/images/M/MV5BMmNjMWQ1MmItNTQ5OC00ZmNiLTgyYmItMzYyZmViZGI0Y2VjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR4,0,190,281_.jpg","Animation, Action, Adventure"
Hotel for Dogs,5.5,2009,PG,Thor Freudenthal,Emma Roberts,51,100,"https://m.media-amazon.com/images/M/MV5BMTI5NjkxOTE5MF5BMl5BanBnXkFtZTcwMTcxNTAwMg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Family"
The Adventures of Rocky & Bullwinkle,4.3,2000,PG,Des McAnuff,"Robert De,Niro",36,92,"https://m.media-amazon.com/images/M/MV5BNWNiYmIwNjItNTYzNC00NzQyLTlkOTEtM2M4NDg4NTQxYmMzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Family"
Friendly Persuasion,7.3,1956,Approved,William Wyler,Gary Cooper,57.1,137,"https://m.media-amazon.com/images/M/MV5BNDZhYjVhMDYtYTFhMy00YmExLWJhZDAtZjMxNDZkNGQ1MDg0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,4,190,281_.jpg","Drama, Family, Romance"
Gold Diggers: The Secret of Bear Mountain,6,1995,PG,Kevin James Dobson,Christina Ricci,57.1,93,"https://m.media-amazon.com/images/M/MV5BOTc1NjA0YzYtYmFhYS00ZThkLWEzNzctODM3OTE2MmM4N2IyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Drama, Family"
Mysterious Island,6.7,1961,Approved,Cy Endfield,Michael Craig,57.1,101,"https://m.media-amazon.com/images/M/MV5BYmQ3MDgzYjctMWQzMy00MzhjLThhMDgtYTNkYzJmNDU1N2EyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Adventure, Family, Fantasy"
Lunana: A Yak in the Classroom,7.5,2019,PG,Pawo Choyning Dorji,Sherab Dorji,76,100,"https://m.media-amazon.com/images/M/MV5BZDI5Y2JjMWQtYTgxOS00OWRmLWJlOGMtZDg3NThjNTdhNWU5XkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_QL75_UX190_CR0,0,190,281_.jpg","Drama, Family, Family"
Judy Moody and the Not Bummer Summer,4.3,2011,PG,John Schultz,Jordana Beatty,37,91,"https://m.media-amazon.com/images/M/MV5BMjA4NDc0NzI5OV5BMl5BanBnXkFtZTcwMjc0MDA4NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Family"
Kung Fu Yoga,5.2,2017,Not Rated,Stanley Tong,Jackie Chan,50,107,"https://m.media-amazon.com/images/M/MV5BNTAxZTQ4MmMtNDU2OS00NGRhLTllMmItZDQwODZlNTdjYzQyL2ltYWdlXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Adventure, Comedy"
Iron Will,6.6,1994,PG,Charles Haid,Mackenzie Astin,56,108,"https://m.media-amazon.com/images/M/MV5BMDdmMDU4MDItOWU1Ni00MzRiLWEyMjAtOGZlMTZhNzFiNDI1XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX190_CR0,3,190,281_.jpg","Adventure, Family, Family"
Trouble,5.8,2019,TV-Y7,Kevin Johnson,Big Sean,57.1,87,"https://m.media-amazon.com/images/M/MV5BYzk5NTEyZTUtNWM0ZC00ZWMzLTk2ZTMtMDRhMWJiNzJkYmJiXkEyXkFqcGdeQXVyNzQ3MTA4MDk@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
The Adventures of Huck Finn,6.2,1993,PG,Stephen Sommers,Elijah Wood,57.1,108,"https://m.media-amazon.com/images/M/MV5BN2U3MzY3YmItNTY1ZS00ZmJlLWFlYjUtMjc4MmMzOTM4ODZhXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Drama"
Babes in Toyland,6.1,1961,Approved,Jack Donohue,Ray Bolger,55,106,"https://m.media-amazon.com/images/M/MV5BZjdlNmEzOTQtNjhlMS00MDZiLTk2YjUtMWEzMzI3ODc4MDVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_QL75_UX190_CR0,4,190,281_.jpg","Comedy, Family, Fantasy"
The Court Jester,7.8,1955,Approved,Melvin Frank,Danny Kaye,57.1,101,"https://m.media-amazon.com/images/M/MV5BYjY4MjI3YjgtZGIzNi00NzlmLTliNjMtMDRkNGU3YjFmMmZjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg","Adventure, Comedy, Family"
The Secret of Roan Inish,7.4,1994,PG,John Sayles,Jeni Courtney,80,103,"https://m.media-amazon.com/images/M/MV5BMDQ1NzY2YTMtYTAwMC00N2UyLTgwOGMtYmM0ZWMxMjkwYTY2XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Drama, Family, Fantasy"
Thunderstruck,5.1,2012,PG,John Whitesell,Kevin Durant,57.1,94,"https://m.media-amazon.com/images/M/MV5BMjI3OTIwMjk0NV5BMl5BanBnXkFtZTcwNzYyOTAxOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Fantasy"
Prom,5.4,2011,PG,Joe Nussbaum,Aimee Teegarden,50,104,"https://m.media-amazon.com/images/M/MV5BMTQyNDcyODI2NV5BMl5BanBnXkFtZTcwMTA3NTAzNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Drama, Family"
Secret of the Wings,7,2012,G,Bobs Gannaway,Mae Whitman,57.1,75,"https://m.media-amazon.com/images/M/MV5BNTUwYTI2MmUtZGU4Mi00M2FlLWI1MTItMWY2NWQ3Mzc5N2E4XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_QL75_UY281_CR16,0,190,281_.jpg","Animation, Family, Fantasy"
The Santa Clause 2,5.7,2002,G,Michael Lembeck,Tim Allen,48,104,"https://m.media-amazon.com/images/M/MV5BNjU0Njk5MTA2Nl5BMl5BanBnXkFtZTYwODkzMzQ3._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Fantasy"
A Kid in King Arthur's Court,4.7,1995,PG,Michael Gottlieb,"Thomas Ian,Nicholas",34,89,"https://m.media-amazon.com/images/M/MV5BODc0ZGUyNDYtNTE3MS00YzVhLWFmY2QtZGVlNjFmMjkyNjhlXkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_QL75_UX190_CR0,2,190,281_.jpg","Adventure, Comedy, Family"
The Journey of Natty Gann,7,1985,PG,Jeremy Kagan,Meredith Salenger,66,101,"https://m.media-amazon.com/images/M/MV5BY2YwNDA0ZTQtOWE2NS00ZWNjLTlmNzgtMjI1NjM0N2MwY2FkXkEyXkFqcGdeQXVyMTYwMTcxOTYy._V1_QL75_UX190_CR0,2,190,281_.jpg","Adventure, Drama, Family"
Asterix and Obelix vs. Caesar,6,1999,Not Rated,Claude Zidi,Christian Clavier,57.1,109,"https://m.media-amazon.com/images/M/MV5BMTk5MTQ2NzI3MF5BMl5BanBnXkFtZTYwOTgwNDc5._V1_QL75_UY281_CR5,0,190,281_.jpg","Adventure, Comedy, Family"
Follow That Bird,6.7,1985,G,Ken Kwapis,Caroll Spinney,59,88,"https://m.media-amazon.com/images/M/MV5BM2NkY2U0MTUtYWEwZS00M2IwLWEwODktZGIwMmRlZTE1ZDAyXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_QL75_UX190_CR0,2,190,281_.jpg","Adventure, Comedy, Family"
My Father and My Son,8.2,2005,Not Rated,Çagan Irmak,Çetin Tekindor,57.1,112,"https://m.media-amazon.com/images/M/MV5BNzEzMWYyYjEtNmVjZS00YTAyLWIyOTgtMzEzNzQxMTQzZTgwXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg","Drama, Family, Family"
Hoodwinked Too! Hood vs. Evil,4.7,2011,PG,Mike Disa,Hayden Panettiere,20,86,"https://m.media-amazon.com/images/M/MV5BZmNkZTE4YzQtNzI1NS00OGZlLWFjYjYtY2VlODMwMWEwYzE0XkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
"Big Mommas: Like Father, Like Son",4.4,2011,PG-13,John Whitesell,Martin Lawrence,22,107,"https://m.media-amazon.com/images/M/MV5BMzU2MTk5NzkzNV5BMl5BanBnXkFtZTcwMjU5MzgwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Comedy, Crime"
The Thief of Bagdad,7.4,1940,Approved,Ludwig Berger,Conrad Veidt,57.1,106,"https://m.media-amazon.com/images/M/MV5BZmJjNTI5OWMtZjgyNy00ZDcyLWIxMmUtMDIzZmMxYWUxNjJjXkEyXkFqcGdeQXVyMTY1NDU3NjI5._V1_QL75_UY281_CR6,0,190,281_.jpg","Adventure, Family, Fantasy"
Catch That Kid,5.2,2004,PG,Bart Freundlich,Kristen Stewart,33,91,"https://m.media-amazon.com/images/M/MV5BMjI1NDE2ODc2NV5BMl5BanBnXkFtZTgwNTE3MDYyMDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Action, Adventure, Comedy"
House Arrest,5.8,1996,PG,Harry Winer,"Jamie Lee,Curtis",57.1,108,"https://m.media-amazon.com/images/M/MV5BYWJiMGU3ODItMWRiZi00MjFjLWE1ZWItM2U1YTY5NmViMjk2XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Family"
Igor,5.9,2008,PG,Tony Leondis,John Cusack,40,87,"https://m.media-amazon.com/images/M/MV5BMTY2OTMzMjQ3Ml5BMl5BanBnXkFtZTcwNDUxMTE3MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Animation, Comedy, Family"
New York Minute,4.9,2004,PG,Dennie Gordon,Mary-Kate Olsen,33,91,"https://m.media-amazon.com/images/M/MV5BMTI2Mjc0OTc0MV5BMl5BanBnXkFtZTcwMjM4MzUyMQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg","Adventure, Comedy, Crime"
All About Steve,4.8,2009,PG-13,Phil Traill,Sandra Bullock,17,99,"https://m.media-amazon.com/images/M/MV5BMTA5MTQxOTE2OTReQTJeQWpwZ15BbWU3MDY5NzI4NzI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Romance"
Yankee Doodle Dandy,7.6,1942,Approved,Michael Curtiz,James Cagney,89,126,"https://m.media-amazon.com/images/M/MV5BNDQ2MWJjNjUtYmVlNS00YjUzLWFkMDEtYzE2MjkxOTljMmI1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg","Biography, Drama, Family"
Hoot,5.5,2006,PG,Wil Shriner,Logan Lerman,46,91,"https://m.media-amazon.com/images/M/MV5BMzM0YjE2ZmMtOGZlMS00NGUwLThmZDQtMzU1MDlkYTdkYjQwXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Family"
The Chipmunk Adventure,7.2,1987,G,Janice Karman,"Ross Bagdasarian,Jr.",57.1,77,"https://m.media-amazon.com/images/M/MV5BYTQ3NjA1MjgtMjYzMC00ZTAyLThiZTgtMjVkMDU0ODMxYmEzXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_QL75_UX190_CR0,2,190,281_.jpg","Animation, Adventure, Comedy"
The Railway Children,7.3,1970,G,Lionel Jeffries,Dinah Sheridan,57.1,109,"https://m.media-amazon.com/images/M/MV5BMTdmYTJjY2ItMjRlNC00OTdmLWI3MWEtOTcxNTI2NmU4ZGRhXkEyXkFqcGc@._V1_QL75_UY281_CR6,0,190,281_.jpg","Drama, Family, Family"
The Thief and the Cobbler,7.1,1993,G,Richard Williams,Vincent Price,57.1,99,"https://m.media-amazon.com/images/M/MV5BMzI0NzQ4YjMtNDhmZS00MjI3LWIzOGYtNDg1NjZiNjE5YmVmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY281_CR6,0,190,281_.jpg","Animation, Action, Adventure"
The Santa Clause 3: The Escape Clause,4.8,2006,G,Michael Lembeck,Tim Allen,32,92,"https://m.media-amazon.com/images/M/MV5BMTI4ODQ4MzgzMl5BMl5BanBnXkFtZTcwODc5NTUzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Family"
The Rugrats Movie,5.9,1998,G,Igor Kovalyov,Elizabeth Daily,62,79,"https://m.media-amazon.com/images/M/MV5BZjNiMWE1M2ItMTdlNi00NmZiLWEwYzctODJiMjU1MmY0MTlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
Trollhunters: Rise of the Titans,6.6,2021,TV-Y7,Johane Matte,Steve Alterman,57.1,104,"https://m.media-amazon.com/images/M/MV5BZjFkODAxZjEtMTYzMy00NzNmLWJhNjItOWFmNmY1NThjYzgwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Action, Adventure"
Muppets from Space,6.2,1999,G,Tim Hill,Dave Goelz,53,87,"https://m.media-amazon.com/images/M/MV5BODI2Zjc5YzMtNzQ1NS00NGVmLWExYzgtMzFlY2NiMGMzZjRjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,1,190,281_.jpg","Adventure, Comedy, Family"
The Tale of Despereaux,6.1,2008,G,Sam Fell,Matthew Broderick,53,93,"https://m.media-amazon.com/images/M/MV5BMTg0MTc5MTc1MV5BMl5BanBnXkFtZTcwNjgwNDE4MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Adventure, Comedy"
Christmas with the Kranks,5.5,2004,PG,Joe Roth,Tim Allen,22,99,"https://m.media-amazon.com/images/M/MV5BMTQxMDMxODEwNF5BMl5BanBnXkFtZTYwNzM4OTc2._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Family"
Wildfire: The Legend of the Cherokee Ghost Horse,7.7,2023,PG,Eric Parkinson,Anne Heche,57.1,100,"https://m.media-amazon.com/images/M/MV5BMTg2OTcwNDYtMDM2NS00ZWE0LTlkZjEtOTM5YTEzZTg4MmFlXkEyXkFqcGdeQXVyMjgzODgyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Family, Adventure, Family"
Dreamer,6.8,2005,PG,John Gatins,Kurt Russell,59,106,"https://m.media-amazon.com/images/M/MV5BY2NjNjJkOTQtOTU1Ny00ZWYxLWFjOWYtYjZkOTg4MWU1MGYwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Drama, Family, Sport"
Next Gen,6.6,2018,TV-PG,Kevin R. Adams,John Krasinski,57.1,106,"https://m.media-amazon.com/images/M/MV5BMTU0MjAwMDkxNV5BMl5BanBnXkFtZTgwMTA4ODIxNjM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Animation, Action, Adventure"
Buckley's Chance,5.6,2021,PG,Tim Brown,Bill Nighy,57.1,100,"https://m.media-amazon.com/images/M/MV5BYTQ2NjhjY2MtNDk0Zi00NTIyLTkwZTktY2U5Mzk5NDk3MmZkXkEyXkFqcGdeQXVyNTEyMjI5NA@@._V1_QL75_UY281_CR2,0,190,281_.jpg","Family, Adventure, Family"
Son of Rambow,7,2007,PG-13,Garth Jennings,Bill Milner,66,96,"https://m.media-amazon.com/images/M/MV5BMTM1MjM0ODc5N15BMl5BanBnXkFtZTcwMjMxMDg1MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Adventure, Comedy"
The Country Bears,4.3,2002,G,Peter Hastings,"Haley Joel,Osment",37,88,"https://m.media-amazon.com/images/M/MV5BMTk0ODU4NDUwOF5BMl5BanBnXkFtZTYwNTI0MTk2._V1_QL75_UX190_CR0,1,190,281_.jpg","Comedy, Family, Music"
The Christmas Chronicles,7,2018,PG,Clay Kaytis,Kurt Russell,52,104,"https://m.media-amazon.com/images/M/MV5BNTA3NjU3OTM2MV5BMl5BanBnXkFtZTgwNjQ2MzE1NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Family"
Mighty Morphin Power Rangers: Once & Always,5.7,2023,TV-Y7-FV,Charlie Haskell,Walter Jones,62,55,"https://m.media-amazon.com/images/M/MV5BMTlmNzdiOWUtZmZiYi00ODkyLTk5ZGMtMTcwNzk1MmNjNjZiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Adventure, Family"
Maquia: When the Promised Flower Blooms,7.4,2018,Not Rated,Masakazu Hashimoto,Manaka Iwami,72,115,"https://m.media-amazon.com/images/M/MV5BZWI0MzZkMTEtZTBlZC00MTE0LWJmYmQtZDhhYmY1ZjAxNDBlXkEyXkFqcGdeQXVyNjYxNzY5MjE@._V1_QL75_UY281_CR5,0,190,281_.jpg","Animation, Adventure, Drama"
The Courtship of Eddie's Father,6.8,1963,Approved,Vincente Minnelli,Glenn Ford,57.1,118,"https://m.media-amazon.com/images/M/MV5BMTI5NTc3MjAzN15BMl5BanBnXkFtZTYwOTUwNjk5._V1_QL75_UY281_CR2,0,190,281_.jpg","Comedy, Drama, Family"
The Perfect Man,5.4,2005,PG,Mark Rosman,Hilary Duff,27,100,"https://m.media-amazon.com/images/M/MV5BZjQ1ZTk0MmMtOWQxZC00ZmFjLWFiY2YtZGZkZGZlYTY4NDZjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR0,0,190,281_.jpg","Comedy, Family, Romance"
Middle School: The Worst Years of My Life,6.1,2016,PG,Steve Carr,Griffin Gluck,51,92,"https://m.media-amazon.com/images/M/MV5BNjQzMTczNjI0Ml5BMl5BanBnXkFtZTgwODY5MTY5OTE@._V1_QL75_UX190_CR0,10,190,281_.jpg","Comedy, Family, Family"
First Kid,5.2,1996,PG,David Mickey Evans,Sinbad,48,101,"https://m.media-amazon.com/images/M/MV5BNmM1ZjAzODMtMjQ3NS00NmQ4LWI4OWMtYzk4ZWM4MGY2ZDcxXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Family, Family"
3 Ninjas: Knuckle Up,4.3,1995,PG-13,Shin Sang-ok,Victor Wong,39,85,"https://m.media-amazon.com/images/M/MV5BM2ZhNGEwNGYtZDIwOC00MjcwLTgyNGEtMjlhZDFjY2JmNWIyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Action, Comedy, Family"
Cats & Dogs: The Revenge of Kitty Galore,4.4,2010,PG,Brad Peyton,Bette Midler,30,82,"https://m.media-amazon.com/images/M/MV5BMTYwNTk2NTc3OV5BMl5BanBnXkFtZTcwMDUwMzgyMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Action, Comedy, Family"
The Perfect Game,6.9,2009,PG,William Dear,"Clifton Collins,Jr.",42,118,"https://m.media-amazon.com/images/M/MV5BMTI1MTgzMTk1OF5BMl5BanBnXkFtZTcwNDY3Nzk3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Drama, Family"
Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,6.3,2018,PG,Wataru Takahashi,Arapon,57.1,100,"https://m.media-amazon.com/images/M/MV5BMGEwMTVkYmMtY2E0Ny00MWY1LTgwN2YtZmE2OGExYmQyYWQyXkEyXkFqcGdeQXVyODMxNzcyNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg","Animation, Action, Adventure"
Darby O'Gill and the Little People,7.1,1959,G,Robert Stevenson,Albert Sharpe,80,93,"https://m.media-amazon.com/images/M/MV5BN2VmYjI5YWYtODlkOS00ZjE4LWIzYTItMmQ1ZGJiMzk3MjcxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Adventure, Family, Fantasy"
